question_id,topic_tokenized,answer_item_1_tokenized,answer_item_2_tokenized,answer_item_3_tokenized,answer_item_4_tokenized,answer_item_5_tokenized,answer_item_6_tokenized,answer_item_7_tokenized,answer_item_8_tokenized,answer_item_9_tokenized
673,"environment,scienc","offic,rememb,insid,charact,worri,key,beauti,howev,place,describ,without,south,recogn,specif,heavi,word,fund,might,condit,civil,relat,grow,factor,improv,stop,beauti","specif,goal,health,listen,sort,process,bodi,walk,decis,receiv,pa","rather,cover,time,often,address,would,interest,contain,despit,congress,old,current,polit,method,charg,exist,high","player,someon,join,hope,educ,edg,sourc,institut,summer","student,lay,short,eight,whether,prevent,similar,standard,agre,often,final,deal","tough,oil,republican,region,sinc","key,respons,open,research,food,comput,role,key,wind,around,total,although,charact",,
674,histori,"outsid,town,rais,differ,drive,level,add,back,admit,film,send,gener,third,nation,air,chair,tabl","heart,forward,option,health,understand,night,hear,discuss,seriou,feder","lawyer,forc,agent,intern,among,floor,activ","debat,involv,pull,talk,develop,play,agenc","sell,train,beat,imagin,top",,,,
675,"climat,chang","may,surfac,option,water,within,someth,leader,physic,quit,institut,polic,pm,along,bodi,measur,total,class","support,religi,room,artist,center,friend,improv,prevent,gun,memori","deep,centuri,hard,suffer,among","physic,three,chanc,stay,ball,win,feder,whatev,vote,mayb,blood,situat,american,cut,top,smile","allow,possibl,next,rock,lawyer,ye,way,rang,space,take,throughout,left","particularli,lawyer,respons,record,rang,execut,protect,may","govern,tax,life,voic,think,improv,food,without,young,respond,comput,provid","ga,rest,also,thank,window,prove,mr,rang,mention,special,clearli,situat,enjoy,watch","stuff,human,alway,cost,morn,littl,market,dog,entir"
676,"environment,scienc","growth,polic,person,prove,concern,front","part,wife,time,section,someth,drop,cut,skill,plan,valu,one,follow,list,agenc,choic,knowledg,pick","suddenli,like,chair,stop,put,write,recent,great,fact,littl,base,main,sound,interview,indic,foot,author,unit,boy","understand,long,natur,appear,point,whole,often,five,yet,ten,phone,elect,hear,key,rich,job,standard,histori,factor,friend,reach,travel,direct,pay","sure,explain,noth,confer,bring,citizen,record,articl,perhap,carri,visit,fine,impact,scienc,movi,focu,gener,purpos,player,attorney,new,sometim,size","three,tell,car,case,challeng,drop,around","exampl,goal,law,place,push,pull,instead,author,benefit,end,usual",,
677,cybersecur,"center,author,option,newspap,inde,quit,seat,congress","opportun,campaign,special,crime,road,medium,front,let,happen,sea,particular,four,unit,remain,store,new,result","reach,dark,central,front,close,visit,rest,type,garden,specif","abil,test,hot,notic,young,region,prevent,edg,hous,happen,improv,natur,trade,point,agreement,shake,creat,capit,field,profession,field,attorney,valu","see,campaign,page,four,hundr,charg,first,account,arm,task,move,anyon,commerci,mean","reason,black,rich,stop,serv,next,confer,miss,moment","stock,today,use,firm,reason,insid,think,anoth,hit,oil,world,attorney,region,administr,address","bed,interest,rest,look,director,second,least,ok",
678,"environment,scienc","meet,present,expect,fact,truth,continu,western,address,write","drug,father,colleg,student,vote,eight,back,bag,next,sure,rich,rais,camera,could,skin","center,sever,believ,wind,report,candid,hospit,order,polic,light,polic,inde,save",,,,,,
679,"digit,market","custom,purpos,data,busi,feder,determin,challeng,coupl,final","church,learn,share,rang,abl,republican,anyth,near,bit,visit,capit","hand,heart,polic","exampl,meet,three,help,earli,without,move,citizen","big,clearli,edg,health,beat,candid,staff,invest,open,hous,daughter,card,news,tend,paper,physic,right","film,reflect,lead,front,long,requir,cup,includ,month,intern","run,cover,recent,seriou,feder,coach,spend,listen,full","process,structur,product,within,author,fill,rate,senior,year,cultur,reveal,coupl,everyth,almost,nation,yeah,exist,leader,even,detail,station,artist,u,make","republican,economi,challeng,option,perform,success,across,see,affect,rise,rate,countri,medium,noth,govern,consid,american,great,wall,level,articl,risk,moment,trade,like"
680,"artifici,intellig","thank,cup,knowledg,like,polit,natur,soon","social,cup,film,leg,item,fine,usual,fast,vote,forward,area,address,final,fight,natur,part","thought,need,creat,forc,defens,hot,song,prepar,great,american,interview,writer,whatev,special,theori,mani,move,know,expert,noth,idea,valu,write",,,,,,
681,"person,financ","fall,arriv,adult,manag,enjoy,put,near,want,futur,simpli,laugh,five,especi,role,process,region,mind","walk,memori,public,lose,imagin,sing,paint,feel","data,buy,attack,road,second,role,stori,hard,natur,heart,particip,larg,second,organ,hard,sing,certainli,relat,side,team,reason","write,tax,would,skill,see,age,young,societi,govern","point,peac,safe,allow,cell,realiz","treatment,upon,task,career,add,exist,drive,impact,race,stuff","ahead,stop,someon,leav,upon,expert,wind,arriv,sinc","use,career,rich,big,alon,first,box,debat,reach,minut,hear,person,mean,ever,truth,requir,pretti,manag,still,action,wall,task,board,inform,someth,month","second,job,second,hotel,alreadi,catch,knowledg,church,without,pay,network,shake"
682,"person,financ","person,court,decis,serv,follow,remain,student,tend,mind,item,simpl,final,chanc,style,teach,real","watch,becom,ask,bring,manag,seri,writer,per,gener,actual,line,senior,design,design,billion,past,magazin,phone,son,opportun,beyond,case,subject,chair,repres","admit,card,mayb,bring,difficult,decis,build,attorney,qualiti,product,pa,thu,safe,reach,usual,militari,someon,develop","still,institut,even,win,structur,writer,number,entir,colleg,affect,democrat,natur,modern",,,,,
683,histori,"everyth,move,especi,season,back,wait,break,let,leader,rule,center,sinc,econom,train,eat,gener,worri,human,commerci,exist,environment,low,person,model,like","car,station,phone,light,enter,trade,custom,fast,tv,militari,central,explain,provid,chair,court,great,well,crime,enter,total,togeth,perform,drive","manag,confer,economi,wind,democrat,product,rest,recent,decis,help","common,set,write,coach,agent","word,section,audienc",,,,
684,educ,"profession,finish,bring,morn,huge,republican","tend,compar,offic,choic,may","agent,add,studi,effect,hour,strategi","materi,team,beyond,degre,win,hold,reveal,also,agre","feel,dark,reach,shoulder,discu,choic,magazin,oil,type,day,huge,newspap","sing,first,imag,sport",,,
685,"space,explor","visit,brother,writer,cultur,without,els,region,physic,far,detail","discu,though,medium,scene,today,pick,dog,democrat,shoulder,field,two,month,centuri,candid","magazin,determin,futur,report,lay,relationship,establish,quickli,militari,big,involv,listen,live,stori","matter,abil,race,event,method,exactli,great,despit,rather",,,,,
686,educ,"hot,degre,nation,west,somebodi,church,bag,meet,issu,suddenli,process,remain,appear,across,head,least,build,item,visit,second,race,ye","commerci,live,play,station,page,land,wish,actual,mr,wrong,perform,commun,hear,realli,coach,tri,becom,director","process,alon,tree,ahead,travel,prevent","strategi,quickli,rang,color,societi,indic,avoid,child,window,decad,memori,materi","central,project,like,real,get,poor","local,though,middl,board","fine,u,mention,rang,cultur,among,busi,dream,final,walk,piec","spend,career,sea,machin,rock,mind,list,store,two,sing","properti,physic,hospit,medium"
687,cybersecur,"return,truth,valu,avoid","control,dream,impact,chanc,thu,tough,throw,record,although,action,success,fall,site,add,edg,member,none,variou,floor","state,develop,hand,particular,pick,colleg,arm,hand,spend,part","radio,free,glass,focu,manag,sound,floor,today,power,deep,race,famili","part,bit,daughter,local",,,,
688,psycholog,"listen,compani,window,medium,appli,educ,hous,section,beyond,nearli,produc,tree,mani,join,bodi,chang","sister,bag,case,water,expert,rich,sinc,five,stock,line","materi,address,meet,mean,fear,father,listen","usual,read,note,cover,top,becom,instead","thu,centuri,argu,occur,along,nation,someon,societi","read,fight,presid,ten,turn,rais,mean,recent,network,network,specif,decis,trial,southern,woman,use","oper,expert,begin,matter,realiz,street,invest,may","wide,ever,carri,night,trade,design,place,skill,point,wife,third,social,truth,speech,inform,next","act,film,activ,maintain,sing,week,share,student,especi,partner"
689,cybersecur,"natur,read,size,everyon,grow,insid,challeng,girl,outsid,soldier,polit","open,sell,husband,relat,voic,hotel,perform,although,paper,bag,author,claim,accord","tree,recent,high,requir,mr,full,close,key,hotel,blue,front,order,marriag,alon,sort,player,clear,oil","cover,threat,total,phone,scienc,want,lay,test,black,plant,central,book,inform,intern","number,garden,art,forget,similar,assum,hair,play,factor,thing,offici","feel,secur,candid,career,draw,organ,hope",,,
690,blockchain,"former,goal,scene","gener,action,student,system,floor,approach,despit,call,well,pull","person,right,book,strong,man,mani,easi,relat,wish,could,futur,sens,finish,health,professor,histori,impact,appli",,,,,,
691,blockchain,"movement,onto,firm,field,southern,factor,coupl,fight,foot,return,train,light,particip,someth,theori","line,decis,trial,role,hundr,beat","produc,alreadi,career,affect,argu,congress,doctor,materi","behind,power,goal,drop,consum,posit,later","budget,special,discov,least,program,imag,state,structur,blood,yet,nation,plan,star,partner,network,edg,room,loss,fear,offic","technolog,road,brother,good,daughter,provid,person,edg,say,wall,togeth,support,specif,scene","nice,seven,thought,food,perform,woman,eight,avoid,anyth,top,box,sound,tough,past,middl,quit","statement,mr,fill,televis,messag,person,chang,paint,understand,fast,cut,first,popul,babi,sort",
692,"quantum,comput","fine,writer,artist,life,front,congress,imagin,wide,gener,medic,respons,intern,laugh","charg,door,forward,happen,end,hit,mouth,final,marriag,role,elect,start,scene,recent,time,beauti,earli,read,strategi,much,paper","cultur,far,door,east,record,wind,figur,perform,claim,manag,receiv,memori,edg,argu,total,song,seem,window","set,half,phone,respond,secur,chang,report,everi,money,board,area,cup,cultur,messag,cell",,,,,
693,"artifici,intellig","type,within,field,popul,posit,comput,ten,heart,build,question,realli,behind,late,town,pull,militari,seri,pictur,summer,accept,book,idea,anyth","end,newspap,exactli,read,econom,class,mr,stand,truth","alon,collect,enjoy,game,mani,protect,american,loss,put,economi,skill,light,claim,light,realiz,project,develop,manag,peopl,provid","win,earli,add,go,region,lose,polic,world,network,figur,paper,better,gun,black,turn,radio,purpos,partner,page,experi,govern","concern,probabl,card","forc,exactli,shake,draw,alon,realli","north,guess,differ,congress,type,card,local","budget,sever,step,wear,necessari,lot,issu,decad,chang,reason,research",
694,blockchain,"like,model,despit,phone,type,qualiti,model,wonder,despit,spend,protect,wait,articl,around","commerci,choos,reduc,former,coupl","worri,discu,meet,mr,start,paper,student,career,cut,method","ahead,either,say,say,game,natur,job,father,take,catch,hand,maintain,interest,question","administr,week,miss,measur,presid,accord,third,babi,term,presid,return,charg,view,bank,end,health,qualiti,occur,econom,box,air,yeah","develop,cell,upon,hour,behind,growth,side,simpli,person,morn,rest","may,wish,peopl,nice,improv,sit,thing,gener,yet,bring,send,kind,heart,magazin","white,know,care,foreign,place,whole,alon,opportun,rock,suffer,simpl,everi,morn,especi","mother,hard,music,wife,put,recogn,type,industri,western,stay,medium,process,week,race"
695,"career,develop","popul,rule,rest,kid,experi,product","name,oper,art,entir,eat,increas","contain,confer,north,deep,effect,sell,word","class,would,throw,sign,success,crime,everyth,soldier,southern,indic","clear,particular,resourc,size,charact,pictur,best,claim","hair,travel,execut,price,modern,listen,govern,fine,major,structur,send,run,near,ok","mr,oil,kid,first,first,step,noth,ye,voic,billion,southern,know","even,chair,guess,true,focu,pressur,theori,ball",
696,entrepreneurship,"charg,environ,peac,maintain,fine,former,best,gener,piec,would,partner","readi,yard,daughter,score","gener,rest,next,child,alon,qualiti,centuri,sourc,subject,els,walk,forget,theori",,,,,,
697,"environment,scienc","head,heart,wind,evid,present,right,discov,stuff,unit,public,deep,much,job,decis,recent,star,air,certainli,relat,posit,troubl,away","offic,offic,sure,direct,white,success,poor,forward,add,step,thought,feel,finish,six,forward,realiti,edg,write","chair,seat,peopl,challeng,tv,dinner,unit,hold,idea,mean,appear,never,man,fire,fact,babi,memori,deal,eat,bill","tri,bad,improv,direct,feder,attack,expect,rememb,open,behind,polici,televis,across,pictur,radio",,,,,
698,"data,scienc","realli,sourc,similar,repres,rock,medic","film,though","town,citi,direct,top",,,,,,
699,educ,"final,other,campaign,leader,direct,readi,coach,accord,individu,person,health,summer","order,worker,catch,peopl,throw,student,use,stop","job,travel,elect,fish,realiti,agreement,realli,spring,foreign,specif,democrat,gener,natur,everybodi,scienc,teacher,practic","top,green,pressur,ahead,report,cover,show,send,research,field","send,intern,rate,knowledg,studi,posit,variou,manag","identifi,like,practic,group,senior,air,ten,work,might,reduc","heart,learn,futur,activ,rate,ye,languag,experi,identifi,level,major,support,church,anyon,sell,someth,south,tv,surfac,event,hope,wall,usual","great,late,man,respons,mother,hold,support,year,opportun,movi,professor,involv,financi,home,respond,troubl,presid,enter,five",
700,psycholog,"former,oper,night,look,act,mouth,hair,agent,effort,beat,fund,abil,onto,campaign","plant,cours,build,cost,watch,rais","station,page,anyth,writer","face,yeah,bad,practic,doctor,occur,smile,rise,fli,agre,east,subject,save,activ,sens,health,author,score,believ",,,,,
701,"machin,learn","simpl,draw,daughter,thousand,address,believ,enjoy,theori,thank,save,magazin,main,democrat,fact,histori","career,pictur,tree,time,democrat,visit,would,final,famili,whole","ok,materi,lose,court,civil,remain,coupl,sport,involv,wife,particular",,,,,,
702,educ,"walk,agreement,need,notic,theori,account,charg,garden,magazin,middl,bad,differ,energi,process,size,nation,attack,sinc","includ,hous,sister,lawyer,piec,central","wife,spring,sign,return","militari,network,custom,husband,shake,drug","tonight,presid,decad,degre,east,score,environment,suggest,argu,chang,top,oil,mr,great,quit,truth,region,stand,hundr,meet,singl","chanc,even,job,world,decad,certain,worri,record,need,oil,rais,attent,natur,charg,continu,paper,analysi,tough,tabl,stay,high,like,accord,son,machin,book,food","although,partner,born,measur,artist,condit,stop,time,admit","arriv,believ,camera,church,like,interest,natur,thousand,event,account,clear",
